nome,plataforma,genero,editora,vendas,lancamento,avaliacao-criticos,numero-criticos,avaliacao-usuarios,numero-usuarios,fabricante
Sengoku Basara 3 Utage,Wii,Action,Capcom,0.13,,,,,,
Red Steel 2,Wii,Shooter,Ubisoft,0.59,23-Mar-10,80.0,73.0,8.6,166.0,Ubisoft Paris
WarTech: Senko no Ronde,X360,Fighting,Ubisoft,0.04,29-May-07,60.0,33.0,6.1,7.0,Grev Ltd.
Chicken Shoot,Wii,Action,Zoo Digital Publishing,0.34,5-Jul-07,27.0,9.0,4.8,24.0,Destination Software
Tokitowa: Time and Eternity,PS3,Action,Nippon Ichi Software,0.14,,,,,,
Steins;Gate: Senkei Kousoku no Phonogram,X360,Adventure,5pb,0.02,,,,,,
R-Type Tactics II: Operation Bitter Chocolate,PSP,Strategy,Irem Software Engineering,0.01,,,,,,
Pictionary: Ultimate Edition,PS3,Misc,THQ,0.18,15-Nov-11,62.0,4.0,tbd,,Page 44 Studios
Trivial Pursuit,PS3,Misc,Electronic Arts,0.23,10-Mar-09,66.0,13.0,7.1,7.0,EA Bright Light
FIFA 07 Soccer,X360,Sports,Electronic Arts,0.27,31-Oct-06,73.0,39.0,7.7,44.0,EA Sports
Pro Yakyuu Spirits 2013,PS3,Sports,Konami Digital Entertainment,0.2,,,,,,
D.C. III: Da Capo III,PSP,Adventure,Kadokawa Games,0.03,,,,,,
Tales of Phantasia (PS1 & PSP Versions),PSP,Role-Playing,Namco Bandai Games,0.11,,,,,,
Thor: God of Thunder,X360,Action,Sega,0.12,3-May-11,38.0,40.0,5.4,21.0,Liquid Entertainment
Traxxpad: Portable Studio,PSP,Misc,Eidos Interactive,0.01,,,,,,
Skylanders: Spyro's Adventure,Wii,Action,Activision,2.66,16-Oct-11,81.0,11.0,5.3,22.0,Toys for Bob
Shrek the Third,PSP,Action,Activision,0.31,5-Jun-07,57.0,8.0,tbd,,Amaze Entertainment
Assassin's Creed III,PS3,Action,Ubisoft,5.45,30-Oct-12,85.0,41.0,6.9,1010.0,Ubisoft
Konami Classics Vol. 2,X360,Misc,Konami Digital Entertainment,0.01,15-Dec-09,,,tbd,,Konami
Kidz Bop Dance Party! The Video Game,Wii,Misc,D3Publisher,0.21,,,,,,
Gods Eater Burst,PSP,Action,Namco Bandai Games,0.66,15-Mar-11,71.0,30.0,8.3,23.0,Bandai Namco Games
El Shaddai: Ascension of the Metatron,PS3,Action,Ignition Entertainment,0.25,16-Aug-11,78.0,46.0,7.2,33.0,Ignition Entertainment
nail'd,X360,Racing,Deep Silver,0.08,30-Nov-10,64.0,49.0,7.8,12.0,Techland
Generator Rex: Agent of Providence,PS3,Action,Activision,0.05,1-Nov-11,,,tbd,,Activision
Final Fantasy Fables: Chocobo's Dungeon,Wii,Role-Playing,Square Enix,0.2,8-Jul-08,76.0,34.0,7.9,19.0,h.a.n.d. Inc.
Destroy All Humans! Path of the Furon,X360,Action,THQ,0.11,,,,,,
Star Trek: Conquest,Wii,Strategy,Bethesda Softworks,0.12,20-Nov-07,49.0,18.0,4.9,11.0,4J Studios
Kinect Star Wars,X360,Action,Microsoft Game Studios,1.51,3-Apr-12,55.0,61.0,3.5,126.0,Terminal Reality
Mass Effect 3,PS3,Role-Playing,Electronic Arts,1.23,6-Mar-12,93.0,30.0,5.2,1591.0,BioWare
Riding Stables: The Whitakers present Milton and Friends,3DS,Sports,DTP Entertainment,0.02,,,,,,
The History Channel: Great Battles - Medieval,X360,Strategy,Slitherine Software,0.1,,,,,,
Need for Speed: Shift,PSP,Racing,Electronic Arts,0.72,15-Sep-09,69.0,11.0,6.3,26.0,EA Bright Light
WipeOut 3 The Game,Wii,Action,Activision,0.3,,,,,,
Memories Off 6: Next Relation,PSP,Adventure,5pb,0.01,,,,,,
Transformers: Dark of the Moon,X360,Action,Activision,0.24,14-Jun-11,59.0,53.0,6.8,23.0,High Moon Studios
The Legend of Heroes VI: Sora no Kiseki Second Chapter,PSP,Role-Playing,Falcom Corporation,0.06,,,,,,
Theatrhythm: Final Fantasy,3DS,Misc,Square Enix,0.45,3-Jul-12,78.0,60.0,8,96.0,Indies Zero
Castle of Shikigami III,X360,Shooter,Arc System Works,0.01,,,,,,
FIFA Street 3,PS3,Sports,Electronic Arts,0.29,18-Feb-08,63.0,37.0,7.1,16.0,EA Canada
Infernal: Hell's Vengeance,X360,Shooter,Playlogic Game Factory,0.07,30-Jun-09,35.0,23.0,4.5,8.0,Metropolis Software
Tekken Tag Tournament 2,WiiU,Fighting,Namco Bandai Games,0.12,18-Nov-12,83.0,28.0,7.7,46.0,Namco Bandai Games
Call of Duty: Black Ops II,X360,Shooter,Activision,12.57,13-Nov-12,83.0,73.0,4.5,1975.0,Treyarch
SD Gundam G Generation World,PSP,Strategy,Namco Bandai Games,0.34,,,,,,
Tony Hawk's Project 8,PSP,Sports,Activision,0.55,21-Nov-06,68.0,11.0,7.8,13.0,Page 44 Studios
G1 Grand Prix,3DS,Action,Genki,0.05,,,,,,
Call of Duty 2,X360,Shooter,Activision,1.9,17-Nov-05,89.0,65.0,8.2,239.0,Infinity Ward
Minute to Win It,Wii,Misc,Zoo Games,0.23,5-Nov-10,,,tbd,,Zoo Games
Time Travelers,PSV,Adventure,Level 5,0.05,,,,,,
Castlevania: Lords of Shadow - Mirror of Fate,3DS,Action,Konami Digital Entertainment,0.12,,,,,,
Harry Potter and the Half-Blood Prince,PS3,Action,Electronic Arts,0.28,30-Jun-09,66.0,35.0,6.9,13.0,EA Bright Light
Dead Island,PS3,Action,Deep Silver,2.01,6-Sep-11,71.0,41.0,6.6,348.0,Techland
Zack & Wiki: Quest for Barbaros' Treasure,Wii,Adventure,Nintendo,0.41,,,,,,
Major League Baseball 2K11,PS3,Sports,Take-Two Interactive,0.17,8-Mar-11,72.0,13.0,6.3,8.0,Visual Concepts
Pocket Racers,PSP,Racing,Konami Digital Entertainment,0.01,14-Nov-06,39.0,16.0,tbd,,Konami
Shinseiki Evangelion: Battle Orchestra Portable,PSP,Fighting,Broccoli,0.01,,,,,,
Gummy Bears Mini Golf,Wii,Sports,Unknown,0.04,,,,,,
Go Diego Go! Safari Rescue,Wii,Action,Take-Two Interactive,0.51,,,,,,
Dave Mirra BMX Challenge,Wii,Sports,505 Games,0.07,2-Oct-07,36.0,5.0,tbd,,Left Field Productions
Phantom Brave: We Meet Again,Wii,Role-Playing,Nippon Ichi Software,0.13,14-Aug-09,76.0,12.0,7.1,14.0,Nippon Ichi Software
Top Gun,PS3,Simulation,505 Games,0.04,17-Aug-10,49.0,25.0,4.4,5.0,Doublesix
Kidz Sports: Basketball,Wii,Sports,Popcorn Arcade,0.01,31-Dec-07,,,tbd,,Data Design Interactive
Singularity,PS3,Shooter,Unknown,0.21,29-Jun-10,77.0,48.0,7.8,83.0,Raven Software
NFL Tour,X360,Sports,Electronic Arts,0.1,8-Jan-08,49.0,35.0,2.8,42.0,EA Tiburon
SingStar Take That,PS3,Misc,Sony Computer Entertainment,0.27,,,,,,
Mega Man Maverick Hunter X,PSP,Platform,Capcom,0.29,31-Jan-06,79.0,34.0,8.8,27.0,Capcom
Carnival Games: Wild West 3D,3DS,Misc,Take-Two Interactive,0.07,21-Nov-11,,,tbd,,Take-Two Interactive
Legendary,X360,Shooter,Atari,0.24,4-Nov-08,47.0,39.0,7.4,73.0,Spark Unlimited
Top Spin 3,PS3,Sports,Take-Two Interactive,0.54,23-Jun-08,75.0,36.0,7.3,15.0,Pam Development
Invizimals: The Lost Tribes,PSP,Action,Sony Computer Entertainment,0.1,,,,,,
Rock Band Track Pack: Classic Rock,Wii,Misc,MTV Games,0.21,19-May-09,,,tbd,,Harmonix Music Systems
Fantastic Four: Rise of the Silver Surfer,X360,Action,Take-Two Interactive,0.09,15-Jun-07,45.0,30.0,3.9,12.0,Visual Concepts
Rocksmith,PS3,Misc,Ubisoft,0.92,18-Oct-11,80.0,27.0,8.1,50.0,Ubisoft
Scarface: The World is Yours,Wii,Adventure,Vivendi Games,0.13,12-Jun-07,71.0,23.0,8.6,25.0,Radical Entertainment
Mystery Case Files: The Malgrave Incident,Wii,Adventure,Nintendo,0.23,29-Jun-11,65.0,26.0,8.2,5.0,Sanzaru Games
Crackdown 2,X360,Shooter,Microsoft Game Studios,1.08,6-Jul-10,70.0,91.0,6,176.0,Ruffian Games
Warriors of the Lost Empire,PSP,Role-Playing,Mercury Games,0.06,13-Dec-07,52.0,6.0,8.2,10.0,Goshow
Spore Hero,Wii,Simulation,Electronic Arts,0.37,6-Oct-09,61.0,23.0,7.1,36.0,Maxis
Let's Dance with Mel B,PS3,Sports,Black Bean Games,0.01,,,,,,
I Spy: Spooky Mansion,Wii,Puzzle,Storm City Games,0.23,19-Oct-10,,,tbd,,Gusto Games
Dragon Age: Origins,X360,Role-Playing,Electronic Arts,2.45,3-Nov-09,86.0,68.0,7.8,620.0,BioWare
Prince of Persia,PS3,Adventure,Ubisoft,1.03,2-Dec-08,85.0,59.0,7.2,188.0,Ubisoft Montreal
Batman: The Brave and the Bold the Videogame,Wii,Action,Warner Bros. Interactive Entertainment,0.24,,,,,,
Family Feud: 2012 Edition,X360,Misc,Ubisoft,0.08,18-Oct-11,47.0,4.0,5.3,4.0,Ubisoft
Skylanders SWAP Force,X360,Platform,Activision,0.83,13-Oct-13,83.0,36.0,5.9,37.0,Vicarious Visions
Suzumiya Haruhi no Heiretsu,Wii,Adventure,Sega,0.02,,,,,,
Sid Meier's Civilization Revolution,PS3,Strategy,Take-Two Interactive,0.7,8-Jul-08,85.0,39.0,7.7,77.0,Firaxis Games
Princess Evangile Portable,PSP,Action,CyberFront,0.01,,,,,,
Summer Athletics 2009,X360,Sports,49Games,0.01,,,,,,
Daxter,PSP,Platform,Sony Computer Entertainment,4.12,14-Mar-06,85.0,59.0,8.8,78.0,Ready at Dawn
Bleach: Soul Carnival 2,PSP,Fighting,Sony Computer Entertainment,0.03,,,,,,
MAG: Massive Action Game,PS3,Shooter,Sony Computer Entertainment,1.3,,,,,,
Help Wanted: 50 Wacky Jobs (jp sales),Wii,Simulation,Hudson Soft,0.01,,,,,,
Saru! Get You! SaruSaru Daisakusen,PSP,Platform,Sony Computer Entertainment,0.03,,,,,,
Jak and Daxter: The Lost Frontier,PSP,Platform,Sony Computer Entertainment,0.57,3-Nov-09,71.0,47.0,6.6,15.0,High Impact Games
Tom Clancy's Rainbow Six: Vegas,X360,Shooter,Ubisoft,1.92,20-Nov-06,88.0,69.0,8.4,179.0,Ubisoft Montreal
LittleBigPlanet PS Vita,PSV,Platform,Sony Computer Entertainment,0.67,18-Sep-12,88.0,71.0,8.8,246.0,"Tarsier Studios, Double Eleven"
Battle Fantasia,PS3,Fighting,505 Games,0.01,22-Dec-09,67.0,9.0,5.9,7.0,Arc System Works
Virtua Tennis 2009,PS3,Sports,Sega,0.35,9-Jun-09,70.0,34.0,6.3,19.0,Sumo Digital
Moujuutsukai to Oujisama: Snow Bride Portable,PSP,Adventure,Idea Factory,0.02,,,,,,
Dragon Quest X,Wii,Role-Playing,Square Enix,0.81,TBA,,,,,Square Enix
Skylanders SWAP Force,3DS,Platform,Activision,0.13,13-Oct-13,68.0,12.0,6.1,12.0,n-Space
Tiger Woods PGA Tour 10,PS3,Sports,Electronic Arts,0.76,8-Jun-09,81.0,38.0,7.4,8.0,EA Tiburon
Starry Sky: After Winter,PSP,Adventure,honeybee,0.01,,,,,,
Pro Evolution Soccer 2008,X360,Sports,Konami Digital Entertainment,1.07,11-Mar-08,76.0,29.0,7.8,33.0,Konami
NBA 2K9,PS3,Sports,Take-Two Interactive,0.61,7-Oct-08,82.0,30.0,6.9,35.0,Visual Concepts
Dragon Ball Z: Battle of Z,PSV,Fighting,Namco Bandai Games,0.04,28-Jan-14,66.0,7.0,7.4,18.0,Artdink
F.E.A.R. 2: Project Origin,PS3,Shooter,Warner Bros. Interactive Entertainment,0.43,10-Feb-09,79.0,48.0,7.9,74.0,Monolith Productions
Rio,X360,Misc,THQ,0.06,12-Apr-11,60.0,16.0,tbd,,Eurocom Entertainment Software
Family Party: 90 Great Games Party Pack,Wii,Misc,D3Publisher,0.31,2-Nov-10,,,tbd,,D3Publisher
Guinness World Records: The Videogame,Wii,Action,Warner Bros. Interactive Entertainment,1.02,11-Nov-08,67.0,12.0,7,8.0,TT Fusion
Ultimate Marvel vs. Capcom 3,X360,Fighting,Capcom,0.06,15-Nov-11,79.0,44.0,6.4,65.0,Capcom
Perfect Dark Zero,X360,Shooter,Microsoft Game Studios,0.75,17-Nov-05,81.0,75.0,7.5,198.0,Rare Ltd.
Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,Wii,Role-Playing,Square Enix,0.47,,,,,,
Tenchu: Shadow Assassins,Wii,Action,Ubisoft,0.19,5-Feb-09,70.0,35.0,8.6,18.0,Acquire
Gretzky NHL,PSP,Sports,Sony Computer Entertainment,0.1,14-Mar-05,61.0,23.0,7.4,8.0,Page 44 Studios
Dungeon Siege: Throne of Agony,PSP,Role-Playing,Take-Two Interactive,0.15,30-Oct-06,74.0,32.0,8.7,16.0,SuperVillain Studios
Battle Rage,Wii,Shooter,Popcorn Arcade,0.04,24-Feb-09,,,tbd,,Destan Entertainment
Zettai Zetsumei Toshi 3: Kowareyuku Machi to Kanojyo no Uta,PSP,Action,Irem Software Engineering,0.07,,,,,,
Pac-Man World Rally,PSP,Racing,Namco Bandai Games,0.04,22-Aug-06,51.0,9.0,tbd,,Smart Bomb Interactive
Heavy Fire: Afghanistan,Wii,Shooter,Mastiff,0.09,18-Nov-11,,,tbd,,
Sonic Unleashed,Wii,Platform,Sega,2.04,18-Nov-08,66.0,30.0,7.4,104.0,Sonic Team
Pinball Hall of Fame: The Williams Collection,PSP,Misc,System 3 Arcade Software,0.11,26-Feb-08,78.0,4.0,tbd,,Farsight Studios
George of the Jungle and the Search for the Secret,Wii,Platform,Ignition Entertainment,0.02,18-Mar-08,35.0,10.0,4,6.0,Crave
Kidou Senshi Gundam: Shin Gihren no Yabou,PSP,Strategy,Namco Bandai Games,0.14,,,,,,
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP,Action,Namco Bandai Games,0.06,,,,,,
Brunswick Pro Bowling,3DS,Sports,Crave Entertainment,0.1,27-Sep-11,,,tbd,,Crave
Moshi Monsters: Katsuma Unleashed,3DS,Action,Activision,0.01,5-Nov-13,,,tbd,,Black Lantern Studios
XCOM,PS3,Shooter,Take-Two Interactive,0.15,20-Aug-13,69.0,22.0,6.7,51.0,2K Marin
Hyperdimension Neptunia,PS3,Role-Playing,Tecmo Koei,0.36,15-Feb-11,45.0,31.0,7.8,116.0,"Compile Heart, Idea Factory"
The Smurfs: Dance Party,Wii,Misc,Ubisoft,0.25,19-Jul-11,,,tbd,,Land Ho!
The Beatles: Rock Band,Wii,Misc,MTV Games,1.68,9-Sep-09,89.0,25.0,8.7,33.0,Harmonix Music Systems
Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,PS3,Misc,Unknown,0.03,,,,,,
Rockstar Games presents Table Tennis,Wii,Sports,Take-Two Interactive,1.25,16-Oct-07,68.0,36.0,5.8,20.0,Rockstar San Diego
NBA Jam,X360,Sports,Electronic Arts,0.33,15-Nov-10,75.0,30.0,6.6,19.0,EA Canada
Ski-Doo Snowmobile Challenge,X360,Racing,Valcon Games,0.04,1-Apr-09,,,tbd,,Coldwood Interactive
PC Engine Best Collection: Tengai Makyou Collection,PSP,Role-Playing,Hudson Soft,0.02,,,,,,
Karaoke Revolution Glee: Volume 3,X360,Misc,Konami Digital Entertainment,0.1,22-Nov-11,,,tbd,,Hijinx Studios
Sega Golf Club: Miyazato San Kyoudai Naizou,PS3,Sports,Sega,0.01,,,,,,
Evangelion: Jo,PSP,Action,Namco Bandai Games,0.06,,,,,,
Risen 2: Dark Waters,PS3,Role-Playing,Deep Silver,0.16,31-Jul-12,47.0,13.0,5.1,30.0,Piranha Bytes
Kinect: Disneyland Adventures,X360,Misc,Microsoft Game Studios,2.19,15-Nov-11,73.0,33.0,5.9,24.0,Frontier Developments
Eiyuu Densetsu: Zero no Kiseki,PSP,Role-Playing,Falcom Corporation,0.16,,,,,,
Storybook Workshop,Wii,Misc,Konami Digital Entertainment,0.05,1-Dec-09,,,tbd,,Konami
God of War Saga,PS3,Action,Sony Computer Entertainment,0.58,28-Aug-12,,,8.3,37.0,"SCE Santa Monica, Ready at Dawn"
F1 2011,PS3,Racing,Codemasters,1.14,20-Sep-11,82.0,36.0,7.2,50.0,Codemasters
